Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,WnvPresent,year,month,NumMosquitos,source,Id,cluster,2nd cluster,Numwnv,Tavg,DewPoint,WetBulb,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,SeaLevel,ResultSpeed,AvgSpeed,Month
2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53.0, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5.0,0.0,2007.0,5.0,2.0,Train,,0,20,0.0,77.0,59,66.0,421,1917,BR HZ,0,,0.0,0.0,30.09,5.8,7.4,May
2007-05-29,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11.0, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8.0,0.0,2007.0,5.0,1.0,Train,,1,15,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15.0, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8.0,0.0,2007.0,5.0,1.0,Train,,1,7,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15.0, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8.0,0.0,2007.0,5.0,2.0,Train,,1,15,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21.0, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8.0,0.0,2007.0,5.0,1.0,Train,,1,3,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22.0, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8.0,0.0,2007.0,5.0,2.0,Train,,1,20,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22.0, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8.0,0.0,2007.0,5.0,3.0,Train,,1,20,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25.0, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8.0,0.0,2007.0,5.0,1.0,Train,,1,15,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,0.0,2007.0,5.0,1.0,Train,,1,26,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,0.0,2007.0,5.0,1.0,Train,,1,26,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,62.0, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9.0,0.0,2007.0,5.0,1.0,Train,,1,22,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65.0, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8.0,0.0,2007.0,5.0,1.0,Train,,1,29,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75.0, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8.0,0.0,2007.0,5.0,1.0,Train,,1,8,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79.0, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8.0,0.0,2007.0,5.0,1.0,Train,,1,12,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-05-29,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79.0, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8.0,0.0,2007.0,5.0,4.0,Train,,1,12,0.0,74.0,58,65.0,421,1917,BR HZ,0,,0.0,0.0,30.11,5.8,6.5,May
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11.0, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8.0,0.0,2007.0,6.0,2.0,Train,,0,17,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11.0, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8.0,0.0,2007.0,6.0,1.0,Train,,0,17,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11.0, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8.0,0.0,2007.0,6.0,1.0,Train,,0,17,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11.0, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8.0,0.0,2007.0,6.0,1.0,Train,,0,17,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17.0, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9.0,0.0,2007.0,6.0,2.0,Train,,0,1,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22.0, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8.0,0.0,2007.0,6.0,4.0,Train,,0,5,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22.0, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8.0,0.0,2007.0,6.0,1.0,Train,,0,1,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22.0, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8.0,0.0,2007.0,6.0,1.0,Train,,0,1,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22.0, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8.0,0.0,2007.0,6.0,1.0,Train,,0,1,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"2500 South Millard Avenue, Chicago, IL 60623, USA",CULEX RESTUANS,25.0, S MILLARD AVE,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9.0,0.0,2007.0,6.0,1.0,Train,,0,19,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35.0, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9.0,0.0,2007.0,6.0,3.0,Train,,0,5,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35.0, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9.0,0.0,2007.0,6.0,8.0,Train,,0,5,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42.0, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8.0,0.0,2007.0,6.0,1.0,Train,,0,5,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42.0, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8.0,0.0,2007.0,6.0,2.0,Train,,0,5,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42.0, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,8.0,0.0,2007.0,6.0,4.0,Train,,0,5,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50.0, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9.0,0.0,2007.0,6.0,1.0,Train,,0,11,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89.0, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8.0,0.0,2007.0,6.0,1.0,Train,,0,1,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,93.0, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.614258,8.0,0.0,2007.0,6.0,1.0,Train,,0,13,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"Chicago, IL, USA",CULEX RESTUANS,43.0, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3.0,0.0,2007.0,6.0,3.0,Train,,0,17,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,10.0, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5.0,0.0,2007.0,6.0,1.0,Train,,0,1,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11.0, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9.0,0.0,2007.0,6.0,1.0,Train,,0,17,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11.0, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9.0,0.0,2007.0,6.0,7.0,Train,,0,17,0.0,57.0,47,52.0,417,1923,RA BR,0,,0.0,0.27,29.78,6.2,8.1,June
2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11.0, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8.0,0.0,2007.0,6.0,2.0,Train,,1,15,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14.0, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9.0,0.0,2007.0,6.0,3.0,Train,,1,3,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15.0, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8.0,0.0,2007.0,6.0,3.0,Train,,1,7,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,15.0, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8.0,0.0,2007.0,6.0,1.0,Train,,1,8,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15.0, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8.0,0.0,2007.0,6.0,1.0,Train,,1,15,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15.0, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8.0,0.0,2007.0,6.0,1.0,Train,,1,15,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15.0, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8.0,0.0,2007.0,6.0,2.0,Train,,1,15,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,18.0, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9.0,0.0,2007.0,6.0,2.0,Train,,1,8,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"2100 North Lawler Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,21.0, N LAWLER AVE,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,8.0,0.0,2007.0,6.0,1.0,Train,,1,7,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21.0, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8.0,0.0,2007.0,6.0,1.0,Train,,1,3,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,21.0, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8.0,0.0,2007.0,6.0,1.0,Train,,1,3,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22.0, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8.0,0.0,2007.0,6.0,3.0,Train,,1,20,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25.0, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8.0,0.0,2007.0,6.0,1.0,Train,,1,15,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,28.0, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8.0,0.0,2007.0,6.0,1.0,Train,,1,3,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,0.0,2007.0,6.0,1.0,Train,,1,26,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37.0, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8.0,0.0,2007.0,6.0,2.0,Train,,1,16,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,37.0, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8.0,0.0,2007.0,6.0,1.0,Train,,1,16,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,38.0, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9.0,0.0,2007.0,6.0,1.0,Train,,1,16,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,40.0, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8.0,0.0,2007.0,6.0,1.0,Train,,1,4,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,40.0, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8.0,0.0,2007.0,6.0,3.0,Train,,1,4,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,0.0,2007.0,6.0,1.0,Train,,1,26,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,0.0,2007.0,6.0,3.0,Train,,1,26,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,0.0,2007.0,6.0,5.0,Train,,1,26,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42.0, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9.0,0.0,2007.0,6.0,1.0,Train,,1,16,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,42.0, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9.0,0.0,2007.0,6.0,2.0,Train,,1,16,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,45.0, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9.0,0.0,2007.0,6.0,1.0,Train,,1,8,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,49.0, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9.0,0.0,2007.0,6.0,1.0,Train,,1,22,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53.0, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9.0,0.0,2007.0,6.0,1.0,Train,,1,4,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,53.0, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9.0,0.0,2007.0,6.0,2.0,Train,,1,4,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
2007-06-05,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58.0, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9.0,0.0,2007.0,6.0,2.0,Train,,1,8,0.0,56.0,48,51.0,417,1923,RA BR,0,,0.0,0.42,29.79,5.2,7.6,June
